kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_count,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
9518318,K01978.01,Kepler-346 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.51112385,1.05E-05,-1.05E-05,131.70646,1.39E-03,-1.39E-03,0.882,0.019,-0.663,1.6919,0.0395,-0.0395,6.95E+02,2.13E+01,-2.13E+01,3.09,1.03E+00,-3.40E-01,1008,,,243.67,246.25,-79.01,38.4,2,1,q1_q17_dr25_tce,6032,190,-232,4.465,0.056,-0.21,1.001,0.333,-0.111,288.0119,46.117611,15.214
9518318,K01978.02,Kepler-346 c,CONFIRMED,CANDIDATE,1,0,0,0,0,23.85163321,6.82E-05,-6.82E-05,147.61456,2.47E-03,-2.47E-03,0.88,0.039,-0.597,2.4453,0.0677,-0.0677,8.34E+02,3.16E+01,-3.16E+01,3.37,1.12E+00,-3.70E-01,654,,,43.19,43.64,-14.01,28.6,2,2,q1_q17_dr25_tce,6032,190,-232,4.465,0.056,-0.21,1.001,0.333,-0.111,288.0119,46.117611,15.214
8162789,K00521.01,Kepler-1989 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.16102353,9.18E-06,-9.18E-06,172.000736,7.41E-04,-7.41E-04,0.716,0.053,-0.501,3.1627,0.0546,-0.0546,1.65E+03,1.67E+01,-1.67E+01,4.62,1.37E+00,-7.30E-01,904,,,157.97,141.44,-62.35,111.1,2,1,q1_q17_dr25_tce,6032,189,-232,4.387,0.108,-0.201,1.06,0.312,-0.168,290.73517,44.09132,14.633
6451936,K00511.01,Kepler-173 c,CONFIRMED,CANDIDATE,1,0,0,0,0,8.00579096,1.12E-05,-1.12E-05,170.50325,1.18E-03,-1.18E-03,0.092,0.329,-0.092,3.0549,0.0421,-0.0421,6.30E+02,1.02E+01,-1.02E+01,2.36,5.50E-01,-4.20E-01,956,,,197.06,137.49,-78.75,69.2,2,1,q1_q17_dr25_tce,6032,163,-181,4.395,0.165,-0.182,0.935,0.22,-0.165,294.6467,41.884109,14.209
6451936,K00511.02,Kepler-173 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.26374378,1.70E-05,-1.70E-05,133.72073,3.07E-03,-3.07E-03,0.368,0.089,-0.368,2.2725,0.0841,-0.0841,1.82E+02,8.70E+00,-8.70E+00,1.28,3.00E-01,-2.20E-01,1179,,,457.15,318.96,-182.68,23.8,2,2,q1_q17_dr25_tce,6032,163,-181,4.395,0.165,-0.182,0.935,0.22,-0.165,294.6467,41.884109,14.209
5966154,K00655.01,Kepler-201 b,CONFIRMED,CANDIDATE,1,0,0,0,0,25.6721559,5.33E-05,-5.33E-05,192.09679,1.59E-03,-1.59E-03,0.867,0.044,-0.609,5.9629,0.0797,-0.0797,3.87E+02,5.50E+00,-5.50E+00,2.68,4.20E-01,-2.50E-01,683,,,51.47,22.75,-12.69,78.4,2,1,q1_q17_dr25_tce,6034,109,-133,4.359,0.063,-0.117,1.179,0.187,-0.109,293.62604,41.27282,13.004
5966154,K00655.02,Kepler-201 c,CONFIRMED,CANDIDATE,0.97,0,0,0,0,151.8851881,9.56E-04,-9.56E-04,176.41272,5.89E-03,-5.89E-03,0.788,0.126,-0.552,12.091,0.152,-0.152,3.61E+02,8.10E+00,-8.10E+00,2.47,3.90E-01,-2.30E-01,378,,,4.81,2.13,-1.19,46.3,2,2,q1_q17_dr25_tce,6034,109,-133,4.359,0.063,-0.117,1.179,0.187,-0.109,293.62604,41.27282,13.004
9347899,K00935.01,Kepler-31 b,CONFIRMED,CANDIDATE,1,0,0,0,0,20.86021229,2.39E-05,-2.39E-05,180.017757,9.34E-04,-9.34E-04,0.066,0.253,-0.065,5.1937,0.0335,-0.0335,1.91E+03,1.75E+01,-1.75E+01,5.5,8.20E-01,-1.09E+00,781,,,87.76,37.54,-35.79,117,4,1,q1_q17_dr25_tce,6035,120,-120,4.22,0.168,-0.112,1.257,0.187,-0.25,294.02301,45.853081,15.237
9347899,K00935.02,Kepler-31 c,CONFIRMED,CANDIDATE,1,0,0,0,0,42.63427848,7.67E-05,-7.67E-05,141.16954,1.51E-03,-1.51E-03,0.142,0.189,-0.142,6.1998,0.0535,-0.0535,1.72E+03,2.28E+01,-2.28E+01,5.22,7.80E-01,-1.03E+00,615,,,33.82,14.47,-13.79,78.7,4,2,q1_q17_dr25_tce,6035,120,-120,4.22,0.168,-0.112,1.257,0.187,-0.25,294.02301,45.853081,15.237
9347899,K00935.03,Kepler-31 d,CONFIRMED,CANDIDATE,0.973,0,0,0,0,87.6476068,4.20E-04,-4.20E-04,134.94222,4.05E-03,-4.05E-03,0.147,0.276,-0.147,8.871,0.128,-0.128,1.01E+03,2.74E+01,-2.74E+01,4,6.00E-01,-7.90E-01,484,,,12.94,5.54,-5.27,37.5,4,3,q1_q17_dr25_tce,6035,120,-120,4.22,0.168,-0.112,1.257,0.187,-0.25,294.02301,45.853081,15.237
5301750,K01589.01,Kepler-84 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,8.72585478,2.99E-05,-2.99E-05,138.76838,2.87E-03,-2.87E-03,0.911,0.004,-0.63,4.473,0.0658,-0.0658,4.47E+02,1.28E+01,-1.28E+01,2.86,4.50E-01,-4.00E-01,985,,,222.19,98.84,-71.67,37.7,5,1,q1_q17_dr25_tce,6036,120,-132,4.326,0.12,-0.12,1.131,0.176,-0.158,298.25204,40.496078,14.764
5301750,K01589.02,Kepler-84 c,CONFIRMED,CANDIDATE,1,0,0,0,0,12.88291395,6.89E-05,-6.89E-05,135.18736,4.24E-03,-4.24E-03,0.962,0.048,-0.565,5.676,0.59,-0.59,4.61E+02,1.89E+01,-1.89E+01,3.15,4.90E-01,-4.40E-01,865,,,132.23,58.83,-42.65,33.6,5,2,q1_q17_dr25_tce,6036,120,-132,4.326,0.12,-0.12,1.131,0.176,-0.158,298.25204,40.496078,14.764
5301750,K01589.03,Kepler-84 e,CONFIRMED,CANDIDATE,1,0,0,0,0,27.4345973,1.32E-04,-1.32E-04,145.12322,3.69E-03,-3.69E-03,0.603,0.022,-0.462,5.038,0.121,-0.121,4.73E+02,1.94E+01,-1.94E+01,2.56,4.00E-01,-3.50E-01,672,,,48.29,21.48,-15.58,25.3,5,3,q1_q17_dr25_tce,6036,120,-132,4.326,0.12,-0.12,1.131,0.176,-0.158,298.25204,40.496078,14.764
5301750,K01589.04,Kepler-84 d,CONFIRMED,CANDIDATE,0.996,0,0,0,0,4.22453631,2.22E-05,-2.22E-05,135.42908,3.88E-03,-3.88E-03,0.823,0.125,-0.563,3.128,0.119,-0.119,1.59E+02,1.03E+01,-1.03E+01,1.6,2.50E-01,-2.30E-01,1254,,,584.24,259.9,-188.44,16.7,5,4,q1_q17_dr25_tce,6036,120,-132,4.326,0.12,-0.12,1.131,0.176,-0.158,298.25204,40.496078,14.764
5301750,K01589.05,Kepler-84 f,CONFIRMED,CANDIDATE,0.996,0,0,0,0,44.5520266,4.53E-04,-4.53E-04,160.29386,7.44E-03,-7.44E-03,0.689,0.253,-0.454,6,0.212,-0.212,3.62E+02,2.25E+01,-2.25E+01,2.29,3.50E-01,-3.20E-01,572,,,25.3,11.25,-8.16,16.7,5,5,q1_q17_dr25_tce,6036,120,-132,4.326,0.12,-0.12,1.131,0.176,-0.158,298.25204,40.496078,14.764
4833421,K00232.01,Kepler-122 c,CONFIRMED,CANDIDATE,1,0,0,0,0,12.46600444,5.54E-06,-5.54E-06,134.003258,3.76E-04,-3.76E-04,0.209,0.094,-0.209,5.0066,0.0198,-0.0198,2.23E+03,8.10E+00,-8.10E+00,5.65,8.90E-01,-9.00E-01,897,,,152.76,69.26,-53.05,304.6,5,1,q1_q17_dr25_tce,6038,121,-121,4.284,0.137,-0.112,1.191,0.189,-0.189,291.11188,39.949108,14.247
4833421,K00232.02,Kepler-122 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.766165573,7.62E-06,-7.62E-06,134.01725,1.07E-03,-1.07E-03,0.017,0.307,-0.017,3.8314,0.0296,-0.0296,3.65E+02,5.90E+00,-5.90E+00,2.27,3.60E-01,-3.60E-01,1159,,,426.48,193.4,-148.09,65.6,5,2,q1_q17_dr25_tce,6038,121,-121,4.284,0.137,-0.112,1.191,0.189,-0.189,291.11188,39.949108,14.247
4833421,K00232.03,Kepler-122 d,CONFIRMED,CANDIDATE,1,0,0,0,0,21.58752788,7.50E-05,-7.50E-05,142.96728,2.71E-03,-2.71E-03,0.009,0.392,-0.009,4.4968,0.0789,-0.0789,3.37E+02,1.04E+01,-1.04E+01,2.18,3.50E-01,-3.40E-01,747,,,73.42,33.29,-25.5,34,5,4,q1_q17_dr25_tce,6038,121,-121,4.284,0.137,-0.112,1.191,0.189,-0.189,291.11188,39.949108,14.247
4833421,K00232.04,Kepler-122 e,CONFIRMED,CANDIDATE,1,0,0,0,0,37.9962369,1.52E-04,-1.52E-04,162.97984,3.31E-03,-3.31E-03,0.023,0.395,-0.023,6.7751,0.0935,-0.0935,4.04E+02,1.10E+01,-1.10E+01,2.39,3.80E-01,-3.80E-01,618,,,34.55,15.66,-12,37.8,5,3,q1_q17_dr25_tce,6038,121,-121,4.284,0.137,-0.112,1.191,0.189,-0.189,291.11188,39.949108,14.247
4833421,K00232.05,Kepler-122 f,CONFIRMED,CANDIDATE,1,0,0,0,0,56.2590881,2.80E-04,-2.80E-04,164.21993,3.82E-03,-3.82E-03,0.026,0.383,-0.026,8.114,0.114,-0.114,3.49E+02,1.20E+01,-1.20E+01,2.22,3.60E-01,-3.50E-01,543,,,20.49,9.28,-7.12,29.7,5,5,q1_q17_dr25_tce,6038,121,-121,4.284,0.137,-0.112,1.191,0.189,-0.189,291.11188,39.949108,14.247
11121752,K02333.01,Kepler-380 b,CONFIRMED,CANDIDATE,0.97,0,0,0,0,3.93083997,2.03E-05,-2.03E-05,135.19393,3.93E-03,-3.93E-03,0.222,0.23,-0.222,2.932,0.117,-0.117,1.01E+02,5.30E+00,-5.30E+00,1.2,1.90E-01,-1.80E-01,1317,,,711.45,318.13,-244.27,22,2,1,q1_q17_dr25_tce,6038,121,-121,4.284,0.15,-0.112,1.191,0.186,-0.186,282.39462,48.75914,13.652
11121752,K02333.02,Kepler-380 c,CONFIRMED,CANDIDATE,0.995,0,0,0,0,7.63008196,4.22E-05,-4.22E-05,137.07948,4.56E-03,-4.56E-03,0.628,0.336,-0.409,2.78,0.131,-0.131,1.24E+02,7.30E+00,-7.30E+00,1.39,2.20E-01,-2.20E-01,1056,,,293.67,131.32,-100.83,18.6,2,2,q1_q17_dr25_tce,6038,121,-121,4.284,0.15,-0.112,1.191,0.186,-0.186,282.39462,48.75914,13.652
10872983,K00756.01,Kepler-228 d,CONFIRMED,CANDIDATE,1,0,0,0,0,11.09432054,2.04E-05,-2.04E-05,171.20116,1.41E-03,-1.41E-03,0.538,0.03,-0.428,4.5945,0.061,-0.061,1.52E+03,2.42E+01,-2.42E+01,3.9,1.27E+00,-4.20E-01,835,,,114.81,112.85,-36.7,66.5,3,1,q1_q17_dr25_tce,6046,189,-232,4.486,0.054,-0.229,0.972,0.315,-0.105,296.28613,48.22467,15.714
10872983,K00756.02,Kepler-228 c,CONFIRMED,CANDIDATE,1,0,0,0,0,4.13443512,1.05E-05,-1.05E-05,172.97937,1.90E-03,-1.90E-03,0.762,0.139,-0.532,3.1402,0.0673,-0.0673,6.86E+02,1.87E+01,-1.87E+01,2.77,9.00E-01,-3.00E-01,1160,,,427.65,420.33,-136.7,40.2,3,2,q1_q17_dr25_tce,6046,189,-232,4.486,0.054,-0.229,0.972,0.315,-0.105,296.28613,48.22467,15.714
10872983,K00756.03,Kepler-228 b,CONFIRMED,CANDIDATE,0.992,0,0,0,0,2.56658897,1.78E-05,-1.78E-05,179.55437,4.61E-03,-4.61E-03,0.755,0.212,-0.523,2.429,0.165,-0.165,2.27E+02,1.68E+01,-1.68E+01,1.59,5.20E-01,-1.70E-01,1360,,,807.74,793.91,-258.2,15,3,3,q1_q17_dr25_tce,6046,189,-232,4.486,0.054,-0.229,0.972,0.315,-0.105,296.28613,48.22467,15.714
11773022,K00620.01,Kepler-51 b,CONFIRMED,CANDIDATE,0.978,0,0,0,0,45.15535633,2.43E-05,-2.43E-05,159.10544,4.37E-04,-4.37E-04,0.063,0.165,-0.063,5.7845,0.0216,-0.0216,6.21E+03,2.47E+01,-2.47E+01,7.65,2.36E+00,-7.90E-01,523,,,17.68,15.97,-5.23,285.1,3,2,q1_q17_dr25_tce,6046,162,-198,4.486,0.052,-0.221,0.972,0.3,-0.1,296.47977,49.937679,14.669
11773022,K00620.02,Kepler-51 d,CONFIRMED,CANDIDATE,1,0,0,0,0,130.1780296,7.63E-05,-7.63E-05,212.032638,4.59E-04,-4.59E-04,0.022,0.144,-0.022,8.4534,0.0213,-0.0213,1.16E+04,3.43E+01,-3.43E+01,10.44,3.22E+00,-1.07E+00,367,,,4.31,3.89,-1.27,365.2,3,1,q1_q17_dr25_tce,6046,162,-198,4.486,0.052,-0.221,0.972,0.3,-0.1,296.47977,49.937679,14.669
11773022,K00620.03,Kepler-51 c,CONFIRMED,CANDIDATE,0.97,0,0,0,0,85.3162004,2.28E-04,-2.28E-04,295.31588,1.89E-03,-1.89E-03,0.972,0.356,-0.041,2.7441,0.0998,-0.0998,1.90E+03,6.79E+01,-6.79E+01,6.34,1.96E+00,-6.50E-01,423,,,7.57,6.84,-2.24,32.6,3,3,q1_q17_dr25_tce,6046,162,-198,4.486,0.052,-0.221,0.972,0.3,-0.1,296.47977,49.937679,14.669
8644365,K03384.02,Kepler-1485 b,CONFIRMED,CANDIDATE,0.982,0,0,0,0,19.9158863,1.21E-04,-1.21E-04,139.36828,4.76E-03,-4.76E-03,0.748,0.006,-0.544,6.191,0.138,-0.138,1.43E+02,5.40E+00,-5.40E+00,1.41,2.40E-01,-1.20E-01,728,,,66.31,31.17,-15.95,28.3,2,1,q1_q17_dr25_tce,6047,120,-133,4.387,0.066,-0.123,1.092,0.181,-0.097,298.09543,44.737061,13.204
3240158,K01106.01,Kepler-769 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.42608123,1.88E-05,-1.88E-05,139.90039,2.05E-03,-2.05E-03,0.097,0.343,-0.097,3.6379,0.0672,-0.0672,4.43E+02,1.26E+01,-1.26E+01,2.47,3.90E-01,-2.30E-01,1037,,,273.78,110.12,-60.87,37.5,3,1,q1_q17_dr25_tce,6049,72,-91,4.353,0.076,-0.114,1.176,0.184,-0.107,292.7131,38.358212,14.818
3240158,K01106.02,Kepler-769 c,CONFIRMED,CANDIDATE,0.989,0,0,0,0,15.9868932,2.83E-04,-2.83E-04,137.5964,1.52E-02,-1.52E-02,0.533,0.018,-0.472,4.158,0.538,-0.538,1.79E+02,1.83E+01,-1.83E+01,1.62,2.50E-01,-1.50E-01,803,,,98.51,39.62,-21.9,10.9,3,2,q1_q17_dr25_tce,6049,72,-91,4.353,0.076,-0.114,1.176,0.184,-0.107,292.7131,38.358212,14.818
11599038,K01437.01,Kepler-1751 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.01733571,5.17E-05,-5.17E-05,133.90592,5.77E-03,-5.77E-03,0.581,0.021,-0.475,3.567,0.18,-0.18,2.56E+02,1.82E+01,-1.82E+01,1.61,5.00E-01,-2.00E-01,984,,,221.46,204.04,-73.17,15.5,3,1,q1_q17_dr25_tce,6052,163,-199,4.456,0.07,-0.21,0.967,0.304,-0.121,284.84662,49.692402,15.28
7673192,K02722.01,Kepler-402 c,CONFIRMED,CANDIDATE,0.98,0,0,0,0,6.12479773,3.24E-05,-3.24E-05,134.93803,4.28E-03,-4.28E-03,0.79,0.037,-0.545,3.466,0.122,-0.122,1.29E+02,6.90E+00,-6.90E+00,1.51,2.60E-01,-2.40E-01,1140,,,399.43,195.49,-139.86,20.1,5,1,q1_q17_dr25_tce,6052,121,-133,4.285,0.137,-0.112,1.202,0.208,-0.189,288.37024,43.35461,13.268
7673192,K02722.02,Kepler-402 e,CONFIRMED,CANDIDATE,1,0,0,0,0,11.24284815,7.65E-05,-7.65E-05,136.32084,5.69E-03,-5.69E-03,0.52,0.102,-0.406,4.241,0.156,-0.156,1.36E+02,8.30E+00,-8.30E+00,1.44,2.50E-01,-2.20E-01,931,,,177.7,86.98,-62.22,17.4,5,3,q1_q17_dr25_tce,6052,121,-133,4.285,0.137,-0.112,1.202,0.208,-0.189,288.37024,43.35461,13.268
7673192,K02722.03,Kepler-402 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,4.02877097,2.40E-05,-2.40E-05,133.76774,4.87E-03,-4.87E-03,0.193,0.265,-0.193,3.173,0.133,-0.133,1.00E+02,6.00E+00,-6.00E+00,1.21,2.10E-01,-1.90E-01,1311,,,699.45,342.32,-244.92,18.6,5,2,q1_q17_dr25_tce,6052,121,-133,4.285,0.137,-0.112,1.202,0.208,-0.189,288.37024,43.35461,13.268
7673192,K02722.04,Kepler-402 d,CONFIRMED,CANDIDATE,0.999,0,0,0,0,8.92114318,7.24E-05,-7.24E-05,137.49071,6.32E-03,-6.32E-03,0.12,0.336,-0.12,3.933,0.183,-0.183,1.11E+02,7.80E+00,-7.80E+00,1.27,2.20E-01,-2.00E-01,1006,,,241.79,118.34,-84.66,15.3,5,4,q1_q17_dr25_tce,6052,121,-133,4.285,0.137,-0.112,1.202,0.208,-0.189,288.37024,43.35461,13.268
3867615,K02289.01,Kepler-379 c,CONFIRMED,CANDIDATE,0.944,0,0,0,0,62.7843981,4.23E-04,-4.23E-04,157.30698,4.53E-03,-4.53E-03,0.272,0.171,-0.272,4.81,0.143,-0.143,3.25E+02,1.64E+01,-1.64E+01,2.28,3.90E-01,-3.20E-01,530,,,18.7,9.11,-6.06,21.1,2,1,q1_q17_dr25_tce,6053,121,-133,4.279,0.12,-0.12,1.26,0.217,-0.177,295.70111,38.945831,13.358
3867615,K02289.02,Kepler-379 b,CONFIRMED,CANDIDATE,0.927,0,0,0,0,20.0983676,1.24E-04,-1.24E-04,207.57757,4.80E-03,-4.80E-03,0.02,0.414,-0.02,5.207,0.144,-0.144,1.58E+02,8.80E+00,-8.80E+00,1.58,2.70E-01,-2.20E-01,775,,,85.34,41.59,-27.65,20.9,2,2,q1_q17_dr25_tce,6053,121,-133,4.279,0.12,-0.12,1.26,0.217,-0.177,295.70111,38.945831,13.358
11401767,K02195.01,Kepler-372 c,CONFIRMED,CANDIDATE,0.998,0,0,0,0,20.0545282,1.50E-04,-1.50E-04,136.56587,5.61E-03,-5.61E-03,0.939,0.023,-0.69,7.173,0.129,-0.129,3.05E+02,1.18E+01,-1.18E+01,2.63,4.40E-01,-2.90E-01,755,,,76.97,33.59,-19.66,26.9,3,1,q1_q17_dr25_tce,6056,81,-90,4.332,0.08,-0.12,1.209,0.202,-0.134,291.2562,49.258949,14.881
11401767,K02195.02,Kepler-372 d,CONFIRMED,CANDIDATE,0.976,0,0,0,0,30.0899459,3.03E-04,-3.03E-04,149.06413,7.37E-03,-7.37E-03,0.907,0.05,-0.632,6.654,0.245,-0.245,2.43E+02,1.54E+01,-1.54E+01,2.25,3.80E-01,-2.50E-01,660,,,44.79,19.55,-11.44,16.6,3,2,q1_q17_dr25_tce,6056,81,-90,4.332,0.08,-0.12,1.209,0.202,-0.134,291.2562,49.258949,14.881
11401767,K02195.03,Kepler-372 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,6.84978728,5.24E-05,-5.24E-05,134.66167,7.55E-03,-7.55E-03,0.954,0.003,-0.696,4.919,0.162,-0.162,1.39E+02,9.00E+00,-9.00E+00,1.83,3.00E-01,-2.10E-01,1081,,,322.19,140.61,-82.27,17,3,3,q1_q17_dr25_tce,6056,81,-90,4.332,0.08,-0.12,1.209,0.202,-0.134,291.2562,49.258949,14.881
6058816,K03500.01,Kepler-1927 b,CONFIRMED,CANDIDATE,0.93,0,0,0,0,73.7502765,5.23E-04,-5.23E-04,188.52221,5.53E-03,-5.53E-03,0.127,0.317,-0.127,13.309,0.167,-0.167,2.33E+02,7.00E+00,-7.00E+00,3.78,5.30E-01,-1.31E+00,677,,,49.76,18.22,-29.61,33.9,2,1,q1_q17_dr25_tce,6056,81,-81,3.797,0.285,-0.095,2.481,0.343,-0.859,296.35461,41.33556,13.214
9517393,K02076.01,Kepler-1085 c,CONFIRMED,CANDIDATE,0.992,0,0,0,0,56.7769831,3.33E-04,-3.33E-04,181.09789,4.13E-03,-4.13E-03,0.703,0.042,-0.505,6.864,0.152,-0.152,8.84E+02,2.84E+01,-2.84E+01,3.21,8.00E-01,-3.40E-01,491,,,13.74,10.38,-4.03,33.6,2,2,q1_q17_dr25_tce,6063,181,-181,4.476,0.055,-0.165,1.012,0.252,-0.108,287.47763,46.141178,15.273
8022244,K00519.01,Kepler-175 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.90352088,2.90E-05,-2.90E-05,178.34161,1.81E-03,-1.81E-03,0.421,0.027,-0.421,4.297,0.0663,-0.0663,6.33E+02,1.47E+01,-1.47E+01,2.56,8.10E-01,-2.70E-01,827,,,110.54,105.36,-34.16,47.2,2,1,q1_q17_dr25_tce,6063,181,-217,4.47,0.054,-0.216,1.001,0.318,-0.106,289.55328,43.876179,14.939
8022244,K00519.02,Kepler-175 c,CONFIRMED,CANDIDATE,1,0,0,0,0,34.0350605,1.41E-04,-1.41E-04,134.42752,3.46E-03,-3.46E-03,0.474,0.044,-0.45,6.695,0.124,-0.124,7.28E+02,1.89E+01,-1.89E+01,2.76,8.80E-01,-2.90E-01,583,,,27.24,25.97,-8.41,41.3,2,2,q1_q17_dr25_tce,6063,181,-217,4.47,0.054,-0.216,1.001,0.318,-0.106,289.55328,43.876179,14.939
4478168,K00626.01,Kepler-624 b,CONFIRMED,CANDIDATE,1,0,0,0,0,14.58649856,2.85E-05,-2.85E-05,172.22185,1.65E-03,-1.65E-03,0.665,0.218,-0.442,4.0249,0.0559,-0.0559,3.79E+02,7.70E+00,-7.70E+00,2.45,3.90E-01,-3.90E-01,852,,,124.89,56.57,-44,53,2,1,q1_q17_dr25_tce,6063,121,-133,4.29,0.137,-0.112,1.191,0.189,-0.189,295.19339,39.539669,13.49
9517393,K02076.02,Kepler-1085 b,CONFIRMED,CANDIDATE,1,0,0,0,0,219.3215562,8.52E-04,-8.52E-04,320.72862,2.18E-03,-2.18E-03,0.244,0.078,-0.244,12.4124,0.0964,-0.0964,3.63E+03,4.12E+01,-4.12E+01,6.11,1.52E+00,-6.50E-01,313,,,2.27,1.71,-0.67,93.8,2,1,q1_q17_dr25_tce,6063,181,-181,4.476,0.055,-0.165,1.012,0.252,-0.108,287.47763,46.141178,15.273
6543893,K01627.01,Kepler-913 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.29674097,3.59E-05,-3.59E-05,132.19453,3.19E-03,-3.19E-03,0.298,0.146,-0.298,2.7292,0.0753,-0.0753,1.01E+03,3.52E+01,-3.52E+01,5.75,9.50E-01,-1.30E+00,1129,,,384.86,165.5,-166.47,31.3,3,1,q1_q17_dr25_tce,6068,82,-82,4.04,0.182,-0.112,1.797,0.295,-0.406,297.58313,41.952431,15.767
6543893,K01627.02,Kepler-913 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,5.93919041,3.06E-05,-3.06E-05,353.75537,3.67E-03,-3.67E-03,0.107,0.337,-0.107,2.285,0.115,-0.115,4.25E+02,2.91E+01,-2.91E+01,3.7,6.10E-01,-8.40E-01,1357,,,801.92,344.85,-346.87,15.9,3,2,q1_q17_dr25_tce,6068,82,-82,4.04,0.182,-0.112,1.797,0.295,-0.406,297.58313,41.952431,15.767
7175184,K00369.01,Kepler-144 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.88527364,1.47E-05,-1.47E-05,174.42554,1.95E-03,-1.95E-03,0.622,0.303,-0.401,1.9531,0.0645,-0.0645,1.13E+02,4.80E+00,-4.80E+00,1.59,2.90E-01,-3.10E-01,1253,,,583.47,305.64,-238.46,27.4,2,1,q1_q17_dr25_tce,6070,134,-122,4.157,0.168,-0.112,1.431,0.26,-0.285,281.91568,42.775509,11.992
7175184,K00369.02,Kepler-144 c,CONFIRMED,CANDIDATE,1,0,0,0,0,10.10463142,3.57E-05,-3.57E-05,135.55718,3.11E-03,-3.11E-03,0.571,0.364,-0.354,2.369,0.088,-0.088,1.15E+02,5.30E+00,-5.30E+00,1.59,2.90E-01,-3.20E-01,1046,,,283.38,148.44,-115.82,24.1,2,2,q1_q17_dr25_tce,6070,134,-122,4.157,0.168,-0.112,1.431,0.26,-0.285,281.91568,42.775509,11.992
8410727,K01148.01,Kepler-270 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.47609015,5.08E-05,-5.08E-05,135.39622,3.65E-03,-3.65E-03,0.755,0.011,-0.543,5.046,0.111,-0.111,1.82E+02,7.10E+00,-7.10E+00,2.07,3.70E-01,-3.70E-01,984,,,221.34,111.44,-84.71,27.7,2,1,q1_q17_dr25_tce,6071,121,-133,4.202,0.149,-0.122,1.41,0.252,-0.252,282.2001,44.422298,13.908
8410727,K01148.02,Kepler-270 c,CONFIRMED,CANDIDATE,0.998,0,0,0,0,25.2630467,3.31E-04,-3.31E-04,134.18397,9.99E-03,-9.99E-03,0.743,0.215,-0.507,6.22,0.293,-0.293,1.26E+02,9.40E+00,-9.40E+00,1.71,3.00E-01,-3.10E-01,756,,,77.24,38.89,-29.56,14.3,2,2,q1_q17_dr25_tce,6071,121,-133,4.202,0.149,-0.122,1.41,0.252,-0.252,282.2001,44.422298,13.908
8105398,K05475.01,Kepler-1632 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,224.150923,1.79E-03,-1.79E-03,341.02756,5.34E-03,-5.34E-03,0.019,0.404,-0.019,12.455,0.174,-0.174,3.49E+02,1.03E+01,-1.03E+01,2.41,4.80E-01,-7.10E-01,369,,,4.4,2.64,-2.42,34.2,2,1,q1_q17_dr25_tce,6072,167,-137,4.133,0.301,-0.129,1.286,0.255,-0.383,294.49487,43.91362,13.093
5602588,K02369.01,Kepler-1211 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.01819178,7.24E-05,-7.24E-05,139.87858,5.95E-03,-5.95E-03,0.883,0.016,-0.626,4.635,0.148,-0.148,5.46E+02,2.68E+01,-2.68E+01,2.64,8.20E-01,-2.70E-01,840,,,117.97,107.68,-35.55,22,3,1,q1_q17_dr25_tce,6075,168,-210,4.486,0.052,-0.208,0.969,0.3,-0.1,285.72079,40.85696,15.832
9451706,K00271.03,Kepler-127 b,CONFIRMED,CANDIDATE,1,0,0,0,0,14.4359459,6.20E-05,-6.20E-05,141.51253,3.56E-03,-3.56E-03,0.613,0.344,-0.394,3.414,0.102,-0.102,1.07E+02,5.30E+00,-5.30E+00,1.46,4.00E-02,-3.00E-02,884,,,144.45,20.39,-14.96,22,3,3,q1_q17_dr25_tce,6075,122,-97,4.264,0.012,-0.012,1.352,0.036,-0.03,285.19,46.027962,11.485
