pl_name,hostname,k2_name,epic_hostname,default_flag,disposition,disp_refname,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-185 b,K2-185,K2-185 b,EPIC 211611158,0,CONFIRMED,Mayo et al. 2018,2,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,10.616646,0.001632,-0.001801,0,,,,,1.313,0.22,-0.116,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5722,50,-50,0,0.91,0.04,-0.03,0,0.98,0.03,-0.03,0,-0.05,0.08,-0.08,0,[Fe/H],4.58,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,130.2596625,14.6902225,268.357,3.298,-3.22,12.235,0.08,-0.08,10.68,0.019,-0.019,12.0636,0.000189,-0.000189,2/14/18,2018-03,2/15/18
K2-19 b,K2-19,K2-19 b,EPIC 201505350,0,CONFIRMED,Dai et al. 2016,3,Transit,2015,K2,Published Confirmed,0,<a refstr=BARROS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.4267B/abstract target=ref>Barros et al. 2015</a>,7.921101,0.000069,-0.000069,0,0.0762,0.0022,-0.0022,0,7.46,0.76,-0.76,0,44,12,-12,0,0.13844,0.03776,-0.03776,0,Mass,0.119,0.082,-0.035,0,,,,,,,,,1,,,,,,,,,<a refstr=BARROS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.4267B/abstract target=ref>Barros et al. 2015</a>,,5390,180,-180,0,0.91,0.09,-0.09,0,0.95,0.08,-0.08,0,0.19,0.12,-0.12,0,[Fe/H],4.49,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,174.9602543,0.603596,289.827,5.68,-5.469,13.024,0.092,-0.092,11.161,0.026,-0.026,12.8153,0.000455,-0.000455,7/6/16,2015-12,11/19/15
K2-19 b,K2-19,K2-19 b,EPIC 201505350,0,CONFIRMED,Dai et al. 2016,3,Transit,2015,K2,Published Confirmed,0,<a refstr=NARITA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815...47N/abstract target=ref>Narita et al. 2015</a>,7.920994,0.000071,-0.000071,0,,,,,7.34,0.27,-0.27,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,3.2688,0.048,-0.0336,0,<a refstr=NARITA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815...47N/abstract target=ref>Narita et al. 2015</a>,,5345,17,-17,0,0.91,0.03,-0.03,0,0.9,0.01,-0.01,0,0.07,0.03,-0.03,0,[Fe/H],4.39,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,174.9602543,0.603596,289.827,5.68,-5.469,13.024,0.092,-0.092,11.161,0.026,-0.026,12.8153,0.000455,-0.000455,7/6/16,2015-12,11/19/15
K2-19 c,K2-19,K2-19 c,EPIC 201505350,0,CONFIRMED,Dai et al. 2016,3,Transit,2015,K2,Published Confirmed,0,<a refstr=NARITA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815...47N/abstract target=ref>Narita et al. 2015</a>,12.0028,0.0092,-0.0092,0,,,,,4.37,0.22,-0.22,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,3.6864,0.1008,-0.0648,0,<a refstr=NARITA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815...47N/abstract target=ref>Narita et al. 2015</a>,,5345,17,-17,0,0.91,0.03,-0.03,0,0.9,0.01,-0.01,0,0.07,0.03,-0.03,0,[Fe/H],4.39,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,174.9602543,0.603596,289.827,5.68,-5.469,13.024,0.092,-0.092,11.161,0.026,-0.026,12.8153,0.000455,-0.000455,7/6/16,2015-12,11/19/15
K2-19 c,K2-19,K2-19 c,EPIC 201505350,0,CONFIRMED,Dai et al. 2016,3,Transit,2015,K2,Published Confirmed,0,<a refstr=BARROS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.4267B/abstract target=ref>Barros et al. 2015</a>,11.90727,0.00058,-0.00058,0,0.1001,0.0029,-0.0029,0,4.51,0.47,-0.47,0,15.9,7.7,-2.8,0,0.05003,0.02423,-0.00881,0,Mass,,,,,,,,,,,,,1,,,,,,,,,<a refstr=BARROS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.4267B/abstract target=ref>Barros et al. 2015</a>,,5390,180,-180,0,0.91,0.09,-0.09,0,0.95,0.08,-0.08,0,0.19,0.12,-0.12,0,[Fe/H],4.49,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,174.9602543,0.603596,289.827,5.68,-5.469,13.024,0.092,-0.092,11.161,0.026,-0.026,12.8153,0.000455,-0.000455,7/6/16,2015-12,11/19/15
K2-190 b,K2-190,K2-190 b,EPIC 212480208,1,CONFIRMED,Mayo et al. 2018,2,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,10.098858,0.000619,-0.000643,0,,,,,1.357,0.176,-0.102,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5631,50,-50,0,0.91,0.1,-0.06,0,0.9,0.03,-0.04,0,-0.19,0.08,-0.08,0,[Fe/H],4.38,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,205.3630485,-13.1608686,160.679,1.15,-1.135,11.138,0.013,-0.013,9.41,0.023,-0.023,10.9586,0.000532,-0.000532,2/14/18,2018-03,2/15/18
K2-190 c,K2-190,K2-190 c,EPIC 212480208,1,CONFIRMED,Mayo et al. 2018,2,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,21.574023,0.00573,-0.004302,0,,,,,1.093,0.152,-0.092,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5631,50,-50,0,0.91,0.1,-0.06,0,0.9,0.03,-0.04,0,-0.19,0.08,-0.08,0,[Fe/H],4.38,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,205.3630485,-13.1608686,160.679,1.15,-1.135,11.138,0.013,-0.013,9.41,0.023,-0.023,10.9586,0.000532,-0.000532,2/14/18,2018-03,2/15/18
K2-195 b,K2-195,K2-195 b,EPIC 212689874,0,CONFIRMED,Mayo et al. 2018,2,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,15.853543,0.000791,-0.000754,0,,,,,2.94,0.196,-0.13,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5712,50,-50,0,0.91,0.05,-0.03,0,0.96,0.03,-0.03,0,-0.09,0.08,-0.08,0,[Fe/H],4.55,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,199.8315191,-8.5095364,315.014,4.204,-4.096,12.524,0.046,-0.046,10.876,0.023,-0.023,12.3238,0.000254,-0.000254,10/24/18,2018-03,2/15/18
K2-195 c,K2-195,K2-195 c,EPIC 212689874,1,CONFIRMED,Mayo et al. 2018,2,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,28.482786,0.006439,-0.00731,0,,,,,2.576,0.272,-0.149,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5712,50,-50,0,0.91,0.05,-0.03,0,0.96,0.03,-0.03,0,-0.09,0.08,-0.08,0,[Fe/H],4.55,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,199.8315191,-8.5095364,315.014,4.204,-4.096,12.524,0.046,-0.046,10.876,0.023,-0.023,12.3238,0.000254,-0.000254,2/14/18,2018-03,2/15/18
K2-374 b,K2-374,K2-374 b,EPIC 211732116,1,CONFIRMED,Christiansen et al. 2022,2,Transit,2022,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,4.521953,0.00032,-0.000409,0,,,,,1.593,0.061,-0.058,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5789,21,-21,0,0.91,0.02,-0.02,0,0.73,0.07,-0.06,0,-0.292,0.02,-0.02,0,[Fe/H],4.39,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,137.3794986,16.3558324,359.439,5.293,-5.144,12.783,0.092,-0.092,11.287,0.02,-0.02,12.6473,0.000177,-0.000177,3/16/22,2022-03,3/16/22
K2-374 b,K2-374,K2-374 b,EPIC 211732116,0,CONFIRMED,Christiansen et al. 2022,2,Transit,2022,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4.521953,0.00032,-0.000409,0,,,,,1.593,0.061,-0.058,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,3,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G3,5789,21,-21,0,0.91,0.02,-0.02,0,0.73,0.07,-0.06,0,-0.292,0.02,-0.02,0,[Fe/H],4.39,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,137.3794986,16.3558324,359.439,5.293,-5.144,12.783,0.092,-0.092,11.287,0.02,-0.02,12.6473,0.000177,-0.000177,11/19/21,2021-12,11/19/21
K2-374 c,K2-374,K2-374 c,EPIC 211732116,0,CONFIRMED,Christiansen et al. 2022,2,Transit,2022,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,16.43445,0.002378,-0.002702,0,,,,,2.213,0.091,-0.086,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,3.6,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G3,5789,21,-21,0,0.91,0.02,-0.02,0,0.73,0.07,-0.06,0,-0.292,0.02,-0.02,0,[Fe/H],4.39,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,137.3794986,16.3558324,359.439,5.293,-5.144,12.783,0.092,-0.092,11.287,0.02,-0.02,12.6473,0.000177,-0.000177,11/19/21,2021-12,11/19/21
K2-374 c,K2-374,K2-374 c,EPIC 211732116,1,CONFIRMED,Christiansen et al. 2022,2,Transit,2022,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,16.43445,0.002378,-0.002702,0,,,,,2.213,0.091,-0.086,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5789,21,-21,0,0.91,0.02,-0.02,0,0.73,0.07,-0.06,0,-0.292,0.02,-0.02,0,[Fe/H],4.39,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,137.3794986,16.3558324,359.439,5.293,-5.144,12.783,0.092,-0.092,11.287,0.02,-0.02,12.6473,0.000177,-0.000177,3/16/22,2022-03,3/16/22
K2-111 b,K2-111,K2-111 b,EPIC 210894022,0,CONFIRMED,Fridlund et al. 2017,2,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5.351403,0.000598,-0.000612,0,,,,,1.223,0.196,-0.124,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5741,50,-50,0,0.92,0.11,-0.08,0,0.88,0.04,-0.04,0,-0.36,0.08,-0.08,0,[Fe/H],4.36,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,59.8903081,21.2985263,200.394,2.763,-2.69,11.13,0.034,-0.034,9.377,0.021,-0.021,10.9294,0.000621,-0.000621,12/10/20,2018-03,2/15/18
K2-183 c,K2-183,K2-183 c,EPIC 211562654,0,CONFIRMED,Mayo et al. 2018,3,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,10.792613,0.001201,-0.00113,0,,,,,2.7,0.3,-0.2,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,3.8496,0.1608,-0.1392,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,,,,0.92,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,125.007177,14.0194586,329.041,4.293,-4.185,12.867,0.08,-0.08,11.021,0.02,-0.02,12.6702,0.000143,-0.000143,12/14/17,2018-01,12/14/17
K2-183 d,K2-183,K2-183 d,EPIC 211562654,0,CONFIRMED,Mayo et al. 2018,3,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,22.634594,0.003373,-0.00345,0,,,,,17.4,42.7,-13.4,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,4.14,0.4488,-0.96,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,,,,0.92,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,125.007177,14.0194586,329.041,4.293,-4.185,12.867,0.08,-0.08,11.021,0.02,-0.02,12.6702,0.000143,-0.000143,12/14/17,2018-01,12/14/17
K2-187 c,K2-187,K2-187 c,EPIC 212157262,0,CONFIRMED,Mayo et al. 2018,4,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,2.872042,0.000424,-0.00042,0,0.0392,0.0005,-0.0005,0,1.8,0.14,-0.14,0,,,,,,,,,,,,,,,,,,1173,22,-22,0,0,,,,,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5484,81,-81,0,0.92,0.02,-0.02,0,0.98,0.04,-0.04,0,0.23,0.06,-0.06,0,[Fe/H],4.5,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,132.5235618,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,10/24/18,2018-12,10/26/18
K2-187 c,K2-187,K2-187 c,EPIC 212157262,0,CONFIRMED,Mayo et al. 2018,4,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.87162,0.00021,-0.00019,0,,,,,1.9,0.16,-0.4,0,,,,,,,,,,,,,,,,,,,,,,0,0.039,0.002,-0.0021,0,2.376,0.144,-0.192,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.92,0.04,-0.07,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,132.5235618,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,9/5/19,2019-09,9/5/19
K2-187 d,K2-187,K2-187 d,EPIC 212157262,0,CONFIRMED,Mayo et al. 2018,4,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,7.15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1068,,,0,2.80296,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5374.67,138.45,-110.65,0,0.92,0.05,-0.05,0,0.93,0.14,-0.09,0,0.266,0.07,-0.07,0,[M/H],4.48,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,132.5235618,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,7/18/16,2016-10,7/18/16
K2-187 d,K2-187,K2-187 d,EPIC 212157262,0,CONFIRMED,Mayo et al. 2018,4,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.14998,0.00032,-0.00031,0,,,,,3.51,0.41,-0.59,0,,,,,,,,,,,,,,,,,,,,,,0,0.1224,0.0031,-0.0032,0,3.288,0.168,-0.24,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.92,0.04,-0.07,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,132.5235618,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,9/5/19,2019-09,9/5/19
K2-187 d,K2-187,K2-187 d,EPIC 212157262,0,CONFIRMED,Mayo et al. 2018,4,Transit,2018,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,7.15451552,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.097,0.004,-0.004,0,2.514,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5374.67,138.45,-110.65,0,0.92,0.05,-0.05,0,0.93,0.14,-0.09,0,0.266,0.07,-0.07,0,[M/H],4.48,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,132.5235618,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,12/21/16,2016-10,12/21/16
K2-187 d,K2-187,K2-187 d,EPIC 212157262,0,CONFIRMED,Mayo et al. 2018,4,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,7.14921,0.000776,-0.000788,0,0.072,0.0009,-0.0009,0,3.17,0.18,-0.18,0,,,,,,,,,,,,,,,,,,865,17,-16,0,0,,,,,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5484,81,-81,0,0.92,0.02,-0.02,0,0.98,0.04,-0.04,0,0.23,0.06,-0.06,0,[Fe/H],4.5,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,132.5235618,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,10/24/18,2018-12,10/26/18
K2-187 e,K2-187,K2-187 e,EPIC 212157262,0,CONFIRMED,Mayo et al. 2018,4,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,13.609878,0.003478,-0.002786,0,0.1106,0.0013,-0.0013,0,2.38,0.18,-0.18,0,,,,,,,,,,,,,,,,,,698,13,-13,0,0,,,,,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5484,81,-81,0,0.92,0.02,-0.02,0,0.98,0.04,-0.04,0,0.23,0.06,-0.06,0,[Fe/H],4.5,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,132.5235618,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,10/24/18,2018-12,10/26/18
K2-187 e,K2-187,K2-187 e,EPIC 212157262,0,CONFIRMED,Mayo et al. 2018,4,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,13.60496,0.00091,-0.00085,0,,,,,2.69,0.23,-0.54,0,,,,,,,,,,,,,,,,,,,,,,0,0.0748,0.0025,-0.0025,0,4.224,0.168,-0.408,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.92,0.04,-0.07,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,132.5235618,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,9/5/19,2019-09,9/5/19
K2-201 b,K2-201,K2-201 b,EPIC 216008129,0,CONFIRMED,Mayo et al. 2018,2,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.059806,0.000029,-0.000031,0,,,,,1.47,0.14,-0.33,0,,,,,,,,,,,,,,,,,,,,,,0,0.02514,0.00088,-0.00089,0,1.7496,0.0912,-0.1104,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.92,0.04,-0.03,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,293.5607117,-23.1312775,197.932,1.675,-1.647,12.168,0.057,-0.057,10.198,0.024,-0.024,11.9432,0.000744,-0.000744,9/5/19,2019-09,9/5/19
